	A
7633.58779	-0.004231
7645.25994	-0.004205
7656.96784	-0.004198
7668.71166	-0.004209
7680.49155	-0.004170
7692.30769	-0.004144
7704.16025	-0.004170
7716.04938	-0.004142
7727.97527	-0.004185
7739.93808	-0.004222
7751.93798	-0.004218
7763.97516	-0.004159
7776.04977	-0.004223
7788.16199	-0.004215
7800.31201	-0.004152
7812.5	-0.004226
7824.72613	-0.004196
7836.9906	-0.004190
7849.29356	-0.004141
7861.63522	-0.004102
7874.01575	-0.004121
7886.43533	-0.004158
7898.89415	-0.004171
7911.39241	-0.004171
7923.93027	-0.004179
7936.50794	-0.004213
7949.1256	-0.004248
7961.78344	-0.004157
7974.48166	-0.004112
7987.22045	-0.004139
8000	-0.004115
8012.82051	-0.004101
8025.68218	-0.004144
8038.58521	-0.004114
8051.52979	-0.004133
8064.51613	-0.004161
8077.54443	-0.004132
8090.61489	-0.004148
8103.72771	-0.004081
8116.88312	-0.004112
8130.0813	-0.004055
8143.32248	-0.003999
8156.60685	-0.004003
8169.93464	-0.004052
8183.30606	-0.004055
8196.72131	-0.004130
8210.18062	-0.004165
8223.68421	-0.004135
8237.23229	-0.004099
8250.82508	-0.004002
8264.46281	-0.004008
8278.1457	-0.004029
8291.87396	-0.004023
8305.64784	-0.004025
8319.46755	-0.003997
8333.33333	-0.004038
8347.24541	-0.004065
8361.20401	-0.004039
8375.20938	-0.004016
8389.26174	-0.004025
8403.36134	-0.004036
8417.50842	-0.004029
8431.7032	-0.004000
8445.94595	-0.003955
8460.23689	-0.004024
8474.57627	-0.003987
8488.96435	-0.003952
8503.40136	-0.003947
8517.88756	-0.003968
8532.42321	-0.003968
8547.00855	-0.003973
8561.64384	-0.003930
8576.32933	-0.003898
8591.06529	-0.003878
8605.85198	-0.003845
8620.68966	-0.003871
8635.57858	-0.003876
8650.51903	-0.003884
8665.51127	-0.003823
8680.55556	-0.003796
8695.65217	-0.003833
8710.80139	-0.003856
8726.00349	-0.003846
8741.25874	-0.003851
8756.56743	-0.003825
8771.92982	-0.003803
8787.34622	-0.003879
8802.8169	-0.003909
8818.34215	-0.003853
8833.92226	-0.003796
8849.55752	-0.003796
8865.24823	-0.003828
8880.99467	-0.003851
8896.79715	-0.003837
8912.65597	-0.003815
8928.57143	-0.003831
8944.54383	-0.003811
8960.57348	-0.003831
8976.66068	-0.003855
8992.80576	-0.003878
9009.00901	-0.003937
9025.27076	-0.003882
9041.59132	-0.003896
9057.97101	-0.003898
9074.41016	-0.003859
9090.90909	-0.003872
9107.46812	-0.003850
9124.08759	-0.003798
9140.76782	-0.003839
9157.50916	-0.003910
9174.31193	-0.003858
9191.17647	-0.003794
9208.10313	-0.003791
9225.09225	-0.003843
9242.14418	-0.003860
9259.25926	-0.003807
9276.43785	-0.003782
9293.6803	-0.003821
9310.98696	-0.003753
9328.35821	-0.003751
9345.79439	-0.003808
9363.29588	-0.003819
9380.86304	-0.003770
9398.49624	-0.003717
9416.19586	-0.003685
9433.96226	-0.003760
9451.79584	-0.003761
9469.69697	-0.003731
9487.66603	-0.003702
9505.70342	-0.003744
9523.80952	-0.003738
9541.98473	-0.003720
9560.22945	-0.003708
9578.54406	-0.003705
9596.92898	-0.003736
9615.38462	-0.003714
9633.91137	-0.003684
9652.50965	-0.003721
9671.17988	-0.003717
9689.92248	-0.003687
9708.73786	-0.003694
9727.62646	-0.003684
9746.58869	-0.003660
9765.625	-0.003742
9784.73581	-0.003684
9803.92157	-0.003727
9823.18271	-0.003743
9842.51969	-0.003675
9861.93294	-0.003678
9881.42292	-0.003595
9900.9901	-0.003661
9920.63492	-0.003596
9940.35785	-0.003672
9960.15936	-0.003738
9980.03992	-0.003572
10000	-0.003636
10020.04008	-0.003620
10040.16064	-0.003619
10060.36217	-0.003599
10080.64516	-0.003517
10101.0101	-0.003587
10121.45749	-0.003590
10141.98783	-0.003464
10162.60163	-0.003466
10183.29939	-0.003512
10204.08163	-0.003464
10224.94888	-0.003559
10245.90164	-0.003530
10266.94045	-0.003498
10288.06584	-0.003484
10309.27835	-0.003528
10330.57851	-0.003380
10351.96687	-0.003392
10373.44398	-0.003446
10395.0104	-0.003391
10416.66667	-0.003329
10438.41336	-0.003409
10460.25105	-0.003386
10482.18029	-0.003295
10504.20168	-0.003419
10526.31579	-0.003332
10548.52321	-0.003367
10570.82452	-0.003298
10593.22034	-0.003311
10615.71125	-0.003256
10638.29787	-0.003257
10660.98081	-0.003354
10683.76068	-0.003177
10706.63812	-0.003327
10729.61373	-0.003305
10752.68817	-0.003274
10775.86207	-0.003251
10799.13607	-0.003340
10822.51082	-0.003298
10845.98698	-0.003169
10869.56522	-0.003197
10893.24619	-0.003105
10917.03057	-0.003210
10940.91904	-0.003119
10964.91228	-0.003159
10989.01099	-0.003182
11013.21586	-0.003164
11037.52759	-0.003287
11061.9469	-0.003212
11086.4745	-0.003045
11111.11111	-0.003010
11135.85746	-0.002938
11160.71429	-0.003010
11185.68233	-0.003029
11210.76233	-0.002841
11235.95506	-0.003121
11261.26126	-0.003172
11286.68172	-0.003105
11312.21719	-0.003236
11337.86848	-0.003027
11363.63636	-0.003087
11389.52164	-0.003306
11415.52511	-0.002873
11441.6476	-0.002969
11467.88991	-0.002843
11494.25287	-0.002995
11520.73733	-0.003034
11547.34411	-0.002860
11574.07407	-0.002870
11600.92807	-0.002610
11627.90698	-0.01062
11655.01166	-0.002037
11682.24299	-0.002530
11709.60187	-0.002530
11737.0892	-0.002816
11764.70588	-0.002302
11792.45283	-0.002736
11820.33097	-0.002265
11848.34123	-0.002364
11876.48456	-0.002679
11904.7619	-0.002452
11933.17422	-0.002406
11961.72249	-0.001960
11990.40767	-0.002748
12019.23077	-0.002264
12048.19277	-0.002227
12077.29469	-0.002372
12106.53753	-0.002412
12135.92233	-0.001926
12165.45012	-0.002336
12195.12195	-0.001867
12224.93888	-0.002352
12254.90196	-0.002086
12285.01229	-0.002600
12315.27094	-0.002255
12345.67901	-0.002112
12376.23762	-0.002673
12406.94789	-0.002208
12437.81095	-0.002296
12468.82793	-0.002504
12500	-0.002411
12531.32832	-0.002203
12562.81407	-0.001888
12594.45844	-0.002353
12626.26263	-0.002250
12658.22785	-0.002467
12690.35533	-0.002152
12722.64631	-0.002094
12755.10204	-0.002282
12787.72379	-0.002096
12820.51282	-0.001938
12853.47044	-0.002270
12886.59794	-0.002149
12919.89664	-0.002244
12953.36788	-0.002058
12987.01299	-0.002194
13020.83333	-0.002031
13054.83029	-0.002009
13089.00524	-0.002154
13123.35958	-0.002114
13157.89474	-0.002499
13192.61214	-0.002406
13227.51323	-0.002333
13262.59947	-0.002394
13297.87234	-0.002248
13333.33333	-0.001950
13368.98396	-0.002112
13404.82574	-0.002093
13440.86022	-0.002201
13477.08895	-0.002378
13513.51351	-0.002280
13550.1355	-0.002339
13586.95652	-0.002325
13623.9782	-0.002151
13661.20219	-0.002329
13698.63014	-0.002319
13736.26374	-0.002083
13774.10468	-0.002077
13812.1547	-0.002023
13850.41551	-0.002324
13888.88889	-0.002271
13927.5766	-0.002227
13966.48045	-0.002169
14005.60224	-0.002015
14044.94382	-0.002327
14084.50704	-0.002324
14124.29379	-0.002277
14164.30595	-0.002120
14204.54545	-0.002071
14245.01425	-0.002022
14285.71429	-0.002106
14326.64756	-0.002047
14367.81609	-0.002226
14409.2219	-0.002270
14450.86705	-0.002373
14492.75362	-0.002260
14534.88372	-0.002321
14577.25948	-0.002187
14619.88304	-0.002010
14662.7566	-0.001995
14705.88235	-0.002082
14749.26254	-0.002067
14792.89941	-0.002041
14836.79525	-0.002109
14880.95238	-0.002241
14925.37313	-0.002273
14970.05988	-0.002081
15015.01502	-0.002072
15060.24096	-0.002038
15105.74018	-0.002025
15151.51515	-0.002114
15197.56839	-0.002201
15243.90244	-0.002188
15290.51988	-0.002098
15337.42331	-0.002035
15384.61538	-0.001947
15432.09877	-0.002024
15479.87616	-0.002055
15527.95031	-0.002090
15576.32399	-0.002082
15625	-0.002118
15673.98119	-0.002065
15723.27044	-0.001961
15772.87066	-0.001911
15822.78481	-0.001863
15873.01587	-0.001977
15923.56688	-0.002082
15974.44089	-0.002077
16025.64103	-0.001992
16077.17042	-0.001911
16129.03226	-0.001881
16181.22977	-0.001932
16233.76623	-0.001980
16286.64495	-0.002018
16339.86928	-0.002003
16393.44262	-0.002046
16447.36842	-0.001927
16501.65017	-0.001845
16556.29139	-0.001946
16611.29568	-0.001795
16666.66667	-0.001751
16722.40803	-0.001860
16778.52349	-0.001858
16835.01684	-0.001925
16891.89189	-0.001799
16949.15254	-0.001621
17006.80272	-0.001650
17064.84642	-0.001801
17123.28767	-0.001867
17182.13058	-0.001890
17241.37931	-0.001834
17301.03806	-0.001760
17361.11111	-0.001719
17421.60279	-0.001777
17482.51748	-0.001896
17543.85965	-0.001888
17605.6338	-0.001772
17667.84452	-0.001794
17730.49645	-0.001735
17793.59431	-0.001658
17857.14286	-0.001591
17921.14695	-0.001705
17985.61151	-0.001755
18050.54152	-0.001855
18115.94203	-0.001794
18181.81818	-0.001501
18248.17518	-0.001544
18315.01832	-0.001645
18382.35294	-0.001735
18450.1845	-0.001609
18518.51852	-0.001464
18587.36059	-0.001583
18656.71642	-0.001608
18726.59176	-0.001648
18796.99248	-0.001513
18867.92453	-0.001438
18939.39394	-0.001419
19011.40684	-0.001393
19083.96947	-0.001458
19157.08812	-0.001449
19230.76923	-0.001328
19305.01931	-0.001415
19379.84496	-0.001542
19455.25292	-0.001352
19531.25	-0.001325
19607.84314	-0.001338
19685.03937	-0.001186
19762.84585	-0.001142
19841.26984	-0.001247
19920.31873	-0.001313
20000	-0.001246
20080.32129	-0.001057
20161.29032	-0.001049
20242.91498	-0.001143
20325.20325	-0.001198
20408.16327	-0.001338
20491.80328	-0.001001
20576.13169	-0.001231
20661.15702	-0.001124
20746.88797	-0.001055
20833.33333	-8.870E-4
20920.50209	-0.001103
21008.40336	-0.001070
21097.04641	-8.270E-4
21186.44068	-0.001002
21276.59574	-0.001001
21367.52137	-9.020E-4
21459.22747	-8.450E-4
21551.72414	-0.001078
21645.02165	-7.850E-4
21739.13043	-9.330E-4
21834.06114	-9.140E-4
21929.82456	-6.640E-4
22026.43172	-8.600E-4
22123.89381	-9.640E-4
22222.22222	-7.040E-4
22321.42857	-8.580E-4
22421.52466	-7.640E-4
22522.52252	-7.240E-4
22624.43439	-6.820E-4
22727.27273	-7.580E-4
22831.05023	-8.200E-4
22935.77982	-8.310E-4
23041.47465	-6.790E-4
23148.14815	-3.070E-4
23255.81395	-4.280E-4
23364.48598	-5.890E-4
23474.1784	-5.060E-4
23584.90566	-5.750E-4
23696.68246	-4.150E-4
23809.52381	-3.390E-4
23923.44498	-4.460E-4
24038.46154	-5.600E-4
24154.58937	-4.050E-4
24271.84466	-5.180E-4
24390.2439	-5.070E-4
24509.80392	-2.290E-4
24630.54187	-2.910E-4
24752.47525	-1.140E-4
24875.62189	-1.360E-4
25000	-1.130E-4
25125.62814	8.200E-5
25252.52525	-1.990E-4
25380.71066	2.690E-4
25510.20408	3.500E-5
25641.02564	1.160E-4
25773.19588	1.600E-5
25906.73575	1.300E-4
26041.66667	-8.000E-6
26178.01047	1.010E-4
26315.78947	4.140E-4
26455.02646	6.300E-4
26595.74468	6.220E-4
26737.96791	6.140E-4
26881.72043	0.001071
27027.02703	4.320E-4
27173.91304	7.950E-4
27322.40437	8.040E-4
27472.52747	7.020E-4
27624.30939	0.001052
27777.77778	9.730E-4
27932.96089	0.001283
28089.88764	0.001265
28248.58757	0.001445
28409.09091	0.001634
28571.42857	0.001381
28735.63218	0.001785
28901.7341	0.002183
29069.76744	0.001928
29239.76608	0.001916
29411.76471	0.002035
29585.79882	0.002106
29761.90476	0.002409
29940.11976	0.002393
30120.48193	0.002731
30303.0303	0.002783
30487.80488	0.003526
30674.84663	0.003224
30864.19753	0.003191
31055.90062	0.003568
31250	0.003891
31446.54088	0.003461
31645.56962	0.003356
31847.13376	0.003568
32051.28205	0.003682
32258.06452	0.004338
32467.53247	0.004383
32679.73856	0.004310
32894.73684	0.004643
33112.58278	0.005500
33333.33333	0.005606
33557.04698	0.006450
33783.78378	0.007187
34013.60544	0.008813
34246.57534	0.01045
34482.75862	0.01290
34722.22222	0.01604
34965.03497	0.02086
35211.26761	0.02744
35460.99291	0.03624
35714.28571	0.04911
35971.22302	0.06683
36231.88406	0.09231
36496.35036	0.1286
36764.70588	0.1800
37037.03704	0.2535
37313.43284	0.3585
37593.98496	0.5067
37878.78788	0.7164
38167.93893	1.013
38461.53846	1.433
38759.68992	2.019
39062.5	2.826
39370.07874	3.932
39682.53968	3.969
40000	3.969
40322.58065	3.969
40650.4065	3.969
40983.60656	3.969
41322.31405	3.969
41666.66667	3.969
42016.80672	3.969
42372.88136	3.969
42735.04274	3.969
43103.44828	3.969
43478.26087	3.969
43859.64912	3.969
44247.78761	3.969
44642.85714	3.969
45045.04505	3.969
45454.54545	3.969
45871.55963	3.969
46296.2963	3.969
46728.97196	3.969
47169.81132	3.969
47619.04762	3.969
48076.92308	3.969
48543.68932	3.969
49019.60784	3.969
49504.9505	3.969
50000	3.969
	
